type,country,date_added,release_year,rating,duration,listed_in,Cluster
0,180,"May 29, 2020",1999,11,106,329,4
1,279,"May 28, 2020",2018,11,2,488,0
1,319,"May 28, 2020",2020,11,1,80,0
0,499,"May 28, 2020",2014,9,71,209,1
0,499,"May 28, 2020",2015,9,80,209,1
0,2,"May 28, 2020",2020,11,116,332,2
1,15,"May 28, 2020",2016,10,4,433,0
0,350,"May 27, 2020",2019,11,112,319,2
0,15,"May 26, 2020",2020,11,73,470,2
0,105,"May 25, 2020",2019,9,110,25,1
1,603,"May 25, 2020",2019,9,5,486,0
0,603,"May 25, 2020",2019,8,135,344,1
1,251,"May 24, 2020",2020,11,1,406,0
1,603,"May 23, 2020",2019,9,3,498,0
0,272,"May 23, 2020",2020,10,128,326,2
0,272,"May 23, 2020",2020,10,93,328,2
1,506,"May 22, 2020",2020,9,1,100,0
0,368,"May 22, 2020",2019,11,149,353,2
0,319,"May 22, 2020",2018,6,54,66,1
0,603,"May 22, 2020",2020,8,87,27,1
1,58,"May 22, 2020",2020,11,2,487,0
0,272,"May 21, 2020",2018,10,102,329,2
0,326,"May 21, 2020",1981,9,177,200,3
0,736,"May 21, 2020",1996,9,204,217,4
0,736,"May 21, 2020",1982,12,233,220,3
0,96,"May 21, 2020",2019,9,98,220,1
1,435,"May 21, 2020",2020,11,1,382,0
0,150,"May 21, 2020",1979,9,237,200,3
0,736,"May 21, 2020",1984,9,230,200,3
0,736,"May 21, 2020",1985,9,173,217,3
0,150,"May 21, 2020",1981,9,195,220,3
0,150,"May 21, 2020",1973,9,253,200,3
0,150,"May 21, 2020",1976,12,157,217,3
0,76,"May 20, 2020",2010,11,97,326,2
0,603,"May 20, 2020",2020,12,85,443,2
1,736,"May 20, 2020",2020,9,1,295,0
0,506,"May 20, 2020",2014,11,94,318,2
0,603,"May 20, 2020",2010,9,80,322,1
0,342,"May 20, 2020",2020,11,94,217,2
1,121,"May 20, 2020",2020,9,1,400,0
0,251,"May 20, 2020",2020,11,92,199,2
0,150,"May 19, 2020",2006,12,105,217,2
0,150,"May 19, 2020",2009,9,120,52,1
0,150,"May 19, 2020",2012,9,96,220,1
0,150,"May 19, 2020",2007,9,107,217,4
0,150,"May 19, 2020",2008,12,93,217,2
0,150,"May 19, 2020",2009,9,101,217,1
1,603,"May 19, 2020",2020,11,1,472,0
1,603,"May 19, 2020",2020,9,1,462,0
0,150,"May 19, 2020",2006,9,110,220,4
0,150,"May 19, 2020",2004,9,112,217,4
0,413,"May 19, 2020",2012,6,93,319,1
0,150,"May 19, 2020",2005,12,109,220,2
0,368,"May 18, 2020",2019,9,105,326,1
1,506,"May 18, 2020",2020,12,1,104,0
1,603,"May 17, 2020",2020,11,6,472,0
0,326,"May 17, 2020",2019,11,97,25,2
1,435,"May 16, 2020",2009,9,1,379,0
1,435,"May 16, 2020",2009,9,1,381,0
1,603,"May 15, 2020",2007,14,3,154,0
0,328,"May 15, 2020",2017,11,91,326,2
0,444,"May 15, 2020",2019,11,88,220,2
1,162,"May 15, 2020",2020,11,1,244,0
1,603,"May 15, 2020",2019,12,6,498,0
1,603,"May 15, 2020",2020,9,3,452,0
1,319,"May 15, 2020",2014,11,1,83,0
1,603,"May 15, 2020",2020,14,5,432,0
1,488,"May 15, 2020",2020,11,1,244,0
1,435,"May 15, 2020",2019,11,1,384,0
1,15,"May 15, 2020",2015,13,2,422,0
1,583,"May 15, 2020",2020,11,1,97,0
0,272,"May 14, 2020",2018,9,109,329,1
0,272,"May 14, 2020",2019,9,118,329,1
0,499,"May 14, 2020",2018,10,109,141,2
0,251,"May 14, 2020",2020,11,131,54,2
0,736,"May 14, 2020",2017,9,91,326,1
0,342,"May 14, 2020",2018,11,152,319,2
0,368,"May 14, 2020",2018,9,67,375,1
0,326,"May 14, 2020",2018,12,72,200,2
0,251,"May 13, 2020",2012,9,83,281,1
0,603,"May 13, 2020",2020,11,90,230,2
0,499,"May 12, 2020",2019,9,106,329,1
1,58,"May 12, 2020",2020,13,1,422,0
0,603,"May 12, 2020",2020,9,190,185,1
0,251,"May 11, 2020",2010,12,129,129,2
0,251,"May 11, 2020",1994,9,160,21,4
1,157,"May 11, 2020",2019,11,3,244,0
0,603,"May 11, 2020",2020,11,86,274,2
1,603,"May 11, 2020",2020,11,1,234,0
0,603,"May 9, 2020",2020,8,92,344,1
0,302,"May 8, 2020",2020,11,114,319,2
1,603,"May 8, 2020",2020,11,2,488,0
1,58,"May 8, 2020",2020,9,2,385,0
1,552,"May 8, 2020",2020,11,1,412,0
1,58,"May 8, 2020",2020,14,2,440,0
0,499,"May 7, 2020",2016,9,90,372,1
0,326,"May 7, 2020",2019,9,94,373,1
1,105,"May 7, 2020",2020,11,2,404,0
0,272,"May 7, 2020",2018,12,86,326,2
0,603,"May 6, 2020",2020,6,89,274,1
0,736,"May 6, 2020",2020,11,107,220,2
0,603,"May 5, 2020",2020,12,61,470,2
0,269,"May 4, 2020",2019,6,93,125,1
0,45,"May 4, 2020",2020,10,81,131,2
0,251,"May 3, 2020",2019,9,120,326,1
1,2,"May 2, 2020",2020,11,1,399,0
0,603,"May 2, 2020",2019,7,94,343,1
0,121,"May 2, 2020",2020,9,91,217,1
1,736,"May 2, 2020",2015,12,1,291,0
1,736,"May 2, 2020",2020,12,1,446,0
0,603,"May 2, 2020",2019,6,104,343,1
0,603,"May 2, 2020",2013,9,76,470,1
0,603,"May 2, 2020",2020,6,90,143,1
0,603,"May 2, 2020",2020,8,103,325,1
1,736,"May 2, 2020",2015,12,1,300,0
1,603,"May 2, 2020",2009,9,1,291,0
0,603,"May 1, 2020",2020,8,122,318,1
0,603,"May 1, 2020",2018,11,97,274,2
0,165,"May 1, 2020",2019,11,98,375,2
0,603,"May 1, 2020",2020,13,42,121,2
1,603,"May 1, 2020",2020,11,1,498,0
0,603,"May 1, 2020",2013,11,90,285,2
0,603,"May 1, 2020",2008,6,91,125,4
1,407,"May 1, 2020",2019,13,4,422,0
0,426,"May 1, 2020",2012,9,94,200,1
1,315,"May 1, 2020",2019,11,3,412,0
1,319,"May 1, 2020",2014,12,1,88,0
0,251,"May 1, 2020",2020,11,107,375,2
1,58,"May 1, 2020",2020,10,1,433,0
0,251,"May 1, 2020",2020,11,143,353,2
1,30,"May 1, 2020",2019,11,1,264,0
0,603,"May 1, 2020",2020,7,105,201,1
0,603,"May 1, 2020",2007,8,116,230,4
0,736,"May 1, 2020",2020,13,23,121,2
0,736,"May 1, 2020",2020,13,23,121,2
0,736,"May 1, 2020",2020,13,23,121,2
0,718,"May 1, 2020",2003,6,105,125,4
0,603,"April 30, 2020",2020,9,97,513,1
1,319,"April 30, 2020",2020,9,1,80,0
1,691,"April 30, 2020",2019,11,7,241,0
1,621,"April 30, 2020",2019,12,5,502,0
0,45,"April 30, 2020",2020,9,105,220,1
1,319,"April 30, 2020",2020,11,1,244,0
1,483,"April 30, 2020",2020,11,1,244,0
0,603,"April 29, 2020",2020,9,83,285,1
0,492,"April 29, 2020",2016,12,109,326,2
1,435,"April 29, 2020",2020,11,1,238,0
0,368,"April 29, 2020",2019,9,111,200,1
0,603,"April 29, 2020",2020,11,97,274,2
1,506,"April 29, 2020",2020,10,1,104,0
0,251,"April 29, 2020",2019,9,132,22,1
1,426,"April 29, 2020",2017,11,2,412,0
0,492,"April 28, 2020",2006,11,102,200,2
0,495,"April 28, 2020",2016,11,107,25,2
0,150,"April 28, 2020",2008,11,100,217,2
0,492,"April 28, 2020",2011,9,115,200,1
0,492,"April 28, 2020",2016,11,104,219,2
0,313,"April 28, 2020",2017,11,110,319,2
0,492,"April 28, 2020",2016,11,100,217,2
0,736,"April 28, 2020",2010,11,111,217,2
0,492,"April 28, 2020",2009,9,108,217,1
0,492,"April 28, 2020",2005,9,104,25,4
0,603,"April 28, 2020",2019,7,116,310,1
0,150,"April 28, 2020",2012,9,106,25,1
0,402,"April 27, 2020",2019,9,96,217,1
0,251,"April 27, 2020",2020,11,140,329,2
0,251,"April 27, 2020",2020,11,107,319,2
1,603,"April 26, 2020",2020,12,1,300,0
1,506,"April 26, 2020",2020,11,4,107,0
0,251,"April 25, 2020",2020,9,138,25,1
0,150,"April 25, 2020",2010,11,132,200,2
1,435,"April 25, 2020",2017,9,1,379,0
0,599,"April 25, 2020",2005,11,208,288,4
0,150,"April 25, 2020",2006,9,105,217,4
0,171,"April 25, 2020",2011,7,101,199,1
0,150,"April 25, 2020",2010,9,124,52,1
0,150,"April 25, 2020",2009,9,93,331,1
0,150,"April 25, 2020",2008,9,110,326,4
0,150,"April 25, 2020",2009,9,115,200,1
1,736,"April 25, 2020",2019,9,1,412,0
1,506,"April 24, 2020",2020,11,2,108,0
1,736,"April 24, 2020",2011,12,1,433,0
0,251,"April 24, 2020",2019,9,107,375,1
1,492,"April 24, 2020",2020,11,1,417,0
0,251,"April 24, 2020",2020,11,72,470,2
1,322,"April 23, 2020",2020,9,1,77,0
0,272,"April 23, 2020",2016,10,107,217,2
0,272,"April 23, 2020",2019,9,95,217,1
1,342,"April 23, 2020",2020,11,3,399,0
0,272,"April 23, 2020",2019,9,180,326,1
0,435,"April 23, 2020",2020,11,135,375,2
1,603,"April 22, 2020",2020,12,1,302,0
0,603,"April 22, 2020",2020,11,87,285,2
0,394,"April 22, 2020",2018,11,94,375,2
0,368,"April 22, 2020",2019,11,105,326,2
0,444,"April 22, 2020",2019,11,93,375,2
0,94,"April 22, 2020",2020,6,92,125,1
1,506,"April 22, 2020",2020,9,1,104,0
1,319,"April 21, 2020",2006,9,5,80,0
1,603,"April 21, 2020",2020,11,1,487,0
1,401,"April 21, 2020",2018,11,1,241,0
1,603,"April 20, 2020",2020,11,1,446,0
1,603,"April 20, 2020",2020,11,1,487,0
0,251,"April 20, 2020",2020,9,144,200,1
1,251,"April 18, 2020",2019,13,1,422,0
1,435,"April 18, 2020",2020,9,1,238,0
1,603,"April 17, 2020",2020,11,1,487,0
0,492,"April 17, 2020",2018,11,101,217,2
0,165,"April 17, 2020",2020,11,81,332,2
1,342,"April 17, 2020",2020,11,2,241,0
1,251,"April 17, 2020",2020,11,1,243,0
0,212,"April 17, 2020",2020,11,95,326,2
0,603,"April 17, 2020",2020,8,119,318,1
0,458,"April 17, 2020",2019,11,121,375,2
0,738,"April 16, 2020",2019,11,88,200,2
1,162,"April 16, 2020",2020,11,2,403,0
1,296,"April 16, 2020",2020,11,3,242,0
0,730,"April 16, 2020",2016,7,106,185,1
0,603,"April 16, 2020",2015,6,119,142,1
0,45,"April 16, 2020",2020,11,63,470,2
0,603,"April 16, 2020",2015,8,82,185,1
0,492,"April 16, 2020",2019,10,95,129,2
0,388,"April 15, 2020",2018,9,93,329,1
0,251,"April 15, 2020",2019,12,120,199,2
1,603,"April 15, 2020",2020,11,1,234,0
0,251,"April 15, 2020",2020,11,147,329,2
0,603,"April 14, 2020",2020,11,55,470,2
0,368,"April 14, 2020",2018,9,107,326,1
0,368,"April 13, 2020",2018,9,92,200,1
0,603,"April 13, 2020",2019,9,85,274,1
0,58,"April 11, 2020",2019,11,98,50,2
1,603,"April 10, 2020",2020,11,1,487,0
0,605,"April 10, 2020",2020,11,92,283,2
0,561,"April 10, 2020",2020,11,101,220,2
0,162,"April 10, 2020",2019,11,112,200,2
0,603,"April 10, 2020",2020,10,103,134,2
1,302,"April 10, 2020",2019,11,1,244,0
0,603,"April 10, 2020",2020,6,91,309,1
1,319,"April 9, 2020",2019,9,2,81,0
1,736,"April 9, 2020",2020,11,1,385,0
0,388,"April 8, 2020",2019,11,96,200,2
0,603,"April 8, 2020",2010,6,104,13,1
0,603,"April 7, 2020",2017,11,66,470,2
0,603,"April 6, 2020",2019,11,83,318,2
0,603,"April 6, 2020",2017,8,111,318,1
0,603,"April 5, 2020",2019,11,90,348,2
0,288,"April 5, 2020",2017,8,121,325,1
0,603,"April 4, 2020",2019,8,121,0,1
1,96,"April 4, 2020",2013,11,2,400,0
0,603,"April 3, 2020",2020,11,88,20,2
1,603,"April 3, 2020",2019,9,2,504,0
0,444,"April 3, 2020",2020,11,57,281,2
0,533,"April 3, 2020",2017,8,107,199,1
0,319,"April 2, 2020",2020,9,5,5,1
0,319,"April 2, 2020",2019,12,91,71,2
0,251,"April 1, 2020",1990,9,174,326,4
0,271,"April 1, 2020",2015,9,155,39,1
0,251,"April 1, 2020",2012,14,87,121,2
1,603,"April 1, 2020",2015,9,6,487,0
0,470,"April 1, 2020",2020,11,77,470,2
0,271,"April 1, 2020",2008,9,142,200,4
0,251,"April 1, 2020",1984,9,170,39,3
0,251,"April 1, 2020",1998,9,165,200,4
0,251,"April 1, 2020",1980,9,161,39,3
0,251,"April 1, 2020",2013,9,144,200,1
0,251,"April 1, 2020",1993,9,149,39,4
0,251,"April 1, 2020",2014,9,135,200,1
1,603,"April 1, 2020",2020,11,1,234,0
0,251,"April 1, 2020",2014,9,131,220,1
0,251,"April 1, 2020",2005,9,126,353,4
0,251,"April 1, 2020",2006,9,192,329,4
0,251,"April 1, 2020",2001,9,209,326,4
0,251,"April 1, 2020",2003,9,187,200,4
0,251,"April 1, 2020",2016,9,138,200,1
0,251,"April 1, 2020",1998,9,185,200,4
0,251,"April 1, 2020",2015,9,143,220,1
1,506,"April 1, 2020",2020,11,3,108,0
0,251,"April 1, 2020",2014,14,97,150,2
0,251,"April 1, 2020",1987,9,172,22,3
1,736,"April 1, 2020",2019,14,3,86,0
1,319,"April 1, 2020",1986,9,6,75,3
0,251,"April 1, 2020",2020,11,103,319,2
1,506,"April 1, 2020",2020,11,2,100,0
1,603,"April 1, 2020",2020,11,1,487,0
0,360,"April 1, 2020",2017,10,83,121,2
0,603,"April 1, 2020",2010,8,107,321,1
1,506,"April 1, 2020",2020,11,3,108,0
0,251,"April 1, 2020",2014,9,114,200,1
1,105,"April 1, 2020",2020,9,2,393,0
0,603,"April 1, 2020",2018,8,93,348,1
0,251,"March 31, 2020",2020,14,85,121,2
1,251,"March 31, 2020",2019,10,1,434,0
1,736,"March 31, 2020",2019,14,1,422,0
0,603,"March 31, 2020",2020,11,85,470,2
0,603,"March 31, 2020",2016,6,131,144,1
0,58,"March 31, 2020",2017,11,101,324,2
0,251,"March 31, 2020",2019,11,107,319,2
0,603,"March 31, 2020",2018,9,84,513,1
0,86,"March 31, 2020",2019,8,104,289,1
1,736,"March 31, 2020",2019,13,1,422,0
0,251,"March 29, 2020",2020,9,160,200,1
1,435,"March 29, 2020",2020,11,1,238,0
0,603,"March 28, 2020",2019,8,103,0,1
0,603,"March 27, 2020",2020,13,46,125,2
1,603,"March 27, 2020",2019,11,2,255,0
1,251,"March 27, 2020",2019,11,1,403,0
0,251,"March 27, 2020",2020,11,112,200,2
1,603,"March 27, 2020",2020,11,3,265,0
0,58,"March 27, 2020",2020,11,83,52,2
0,58,"March 27, 2020",2019,9,72,281,1
0,58,"March 27, 2020",2020,13,24,121,2
0,603,"March 27, 2020",2020,11,104,318,2
1,736,"March 27, 2020",2020,11,1,378,0
0,247,"March 27, 2020",2019,13,72,121,2
1,736,"March 26, 2020",2020,11,2,80,0
0,488,"March 26, 2020",2019,11,113,329,2
0,212,"March 26, 2020",2020,10,21,281,2
1,212,"March 26, 2020",2020,11,1,412,0
0,603,"March 25, 2020",2019,6,100,137,1
0,603,"March 25, 2020",2020,8,108,274,1
0,247,"March 25, 2020",2018,11,99,326,2
0,444,"March 25, 2020",2020,11,104,361,2
0,603,"March 24, 2020",2020,11,70,470,2
1,33,"March 23, 2020",2020,11,1,244,0
1,484,"March 22, 2020",2020,9,1,385,0
1,736,"March 21, 2020",2020,13,2,422,0
0,2,"March 20, 2020",2020,9,93,284,1
1,736,"March 20, 2020",2020,14,2,433,0
1,686,"March 20, 2020",2020,14,2,86,0
0,342,"March 20, 2020",2017,9,95,319,1
1,603,"March 20, 2020",2020,12,4,438,0
1,603,"March 20, 2020",2020,11,1,498,0
1,251,"March 20, 2020",2020,11,1,244,0
1,506,"March 20, 2020",2020,9,1,109,0
1,506,"March 20, 2020",2020,12,1,107,0
1,603,"March 20, 2020",2020,11,1,234,0
0,302,"March 20, 2020",2020,11,109,331,2
1,162,"March 20, 2020",2020,11,1,413,0
0,603,"March 19, 2020",2019,8,91,362,1
0,322,"March 19, 2020",2020,11,75,5,2
0,412,"March 19, 2020",2020,9,100,217,1
0,603,"March 18, 2020",2017,8,95,337,1
1,470,"March 18, 2020",2020,11,1,412,0
0,319,"March 18, 2020",2017,6,113,73,1
1,354,"March 18, 2020",2019,11,1,244,0
0,506,"March 18, 2020",2016,9,91,289,1
0,603,"March 17, 2020",2020,11,62,470,2
1,598,"March 17, 2020",2020,14,1,111,0
1,603,"March 17, 2020",2018,11,1,291,0
0,603,"March 16, 2020",2014,8,93,185,1
0,251,"March 15, 2020",2019,9,135,375,1
0,736,"March 15, 2020",2019,13,23,121,2
0,736,"March 15, 2020",2019,13,23,121,2
1,603,"March 15, 2020",2019,11,1,291,0
0,736,"March 15, 2020",2019,13,23,121,2
0,251,"March 14, 2020",2020,11,101,220,2
1,603,"March 13, 2020",2020,9,1,300,0
0,426,"March 13, 2020",2018,9,98,200,1
1,370,"March 13, 2020",2020,11,1,418,0
0,15,"March 13, 2020",2020,12,103,138,2
0,603,"March 13, 2020",2019,11,106,318,2
1,442,"March 13, 2020",2020,11,2,381,0
0,603,"March 13, 2020",2020,8,95,309,1
0,492,"March 13, 2020",2019,9,132,326,1
1,249,"March 13, 2020",2020,11,1,244,0
1,603,"March 11, 2020",2020,11,2,234,0
1,603,"March 11, 2020",2020,9,3,461,0
1,50,"March 11, 2020",2020,11,1,385,0
0,86,"March 10, 2020",2020,14,82,121,2
0,603,"March 10, 2020",2020,11,71,470,2
0,383,"March 8, 2020",2020,12,16,138,2
0,736,"March 6, 2020",2017,11,104,217,2
0,426,"March 6, 2020",2017,11,79,329,2
0,251,"March 6, 2020",2020,11,120,326,2
0,162,"March 6, 2020",2019,11,82,319,2
0,603,"March 6, 2020",2019,11,115,288,2
0,603,"March 6, 2020",2020,8,111,20,1
0,444,"March 6, 2020",2020,11,110,375,2
1,603,"March 6, 2020",2020,11,2,291,0
0,368,"March 5, 2020",2016,12,121,332,2
0,736,"March 5, 2020",2020,9,162,22,1
1,251,"March 5, 2020",2020,13,1,433,0
0,488,"March 5, 2020",2019,11,108,218,2
0,404,"March 4, 2020",2010,11,186,326,2
0,603,"March 4, 2020",2019,11,116,288,2
0,402,"March 4, 2020",2005,8,154,326,4
1,444,"March 4, 2020",2016,9,4,391,0
0,621,"March 3, 2020",2018,8,105,362,1
0,45,"March 3, 2020",2019,13,71,131,2
0,603,"March 3, 2020",2020,11,61,470,2
0,251,"March 3, 2020",2019,9,133,319,1
0,426,"March 3, 2020",2019,11,98,326,2
0,506,"March 3, 2020",2011,8,119,337,1
0,603,"March 2, 2020",2020,11,61,470,2
1,319,"March 1, 2020",2014,9,1,77,0
1,212,"March 1, 2020",2020,11,3,244,0
0,251,"March 1, 2020",2019,9,130,200,1
1,736,"March 1, 2020",2020,13,1,422,0
0,736,"March 1, 2020",2019,13,11,121,2
0,603,"March 1, 2020",2016,11,87,344,2
0,594,"March 1, 2020",2011,6,127,138,1
0,603,"March 1, 2020",2016,9,87,202,1
0,426,"March 1, 2020",2017,9,88,329,1
0,603,"March 1, 2020",2007,8,158,318,4
0,736,"March 1, 2020",2020,9,82,329,1
0,162,"March 1, 2020",2018,11,93,281,2
0,520,"March 1, 2020",2019,11,90,288,2
0,603,"February 28, 2020",2020,11,109,337,2
1,121,"February 28, 2020",2019,9,2,399,0
0,251,"February 28, 2020",2019,9,72,470,1
1,426,"February 28, 2020",2020,11,1,405,0
1,444,"February 28, 2020",2019,11,1,241,0
1,342,"February 28, 2020",2020,11,1,400,0
0,251,"February 27, 2020",2020,9,162,22,1
1,603,"February 27, 2020",2020,11,2,256,0
1,319,"February 27, 2020",2020,11,1,412,0
0,319,"February 27, 2020",2019,14,98,66,2
1,412,"February 27, 2020",2020,9,1,512,0
0,368,"February 26, 2020",2016,9,103,329,1
0,368,"February 26, 2020",2015,11,97,326,2
1,603,"February 26, 2020",2020,11,1,491,0
0,368,"February 26, 2020",2015,11,94,199,2
0,368,"February 26, 2020",2016,11,101,326,2
1,603,"February 26, 2020",2020,11,1,234,0
0,736,"February 26, 2020",2015,11,138,319,2
0,368,"February 26, 2020",2014,9,109,369,1
0,603,"February 25, 2020",2020,11,50,470,2
0,603,"February 23, 2020",2019,12,110,139,2
1,435,"February 23, 2020",2020,9,1,379,0
0,603,"February 22, 2020",2019,11,92,345,2
1,58,"February 22, 2020",2018,11,1,234,0
1,603,"February 21, 2020",2020,11,1,488,0
1,435,"February 21, 2020",2020,11,1,379,0
1,736,"February 21, 2020",2020,10,1,385,0
1,2,"February 21, 2020",2020,11,1,241,0
0,212,"February 21, 2020",2020,11,120,319,2
0,251,"February 21, 2020",2019,9,101,375,1
0,603,"February 21, 2020",2020,8,116,344,1
0,251,"February 21, 2020",2020,11,117,326,2
0,426,"February 20, 2020",2012,12,95,219,2
1,45,"February 20, 2020",2020,11,1,418,0
0,405,"February 20, 2020",2018,12,93,136,2
1,603,"February 17, 2020",2008,12,1,430,0
0,192,"February 16, 2020",2015,8,122,337,1
0,603,"February 16, 2020",2019,11,102,318,2
0,603,"February 16, 2020",2015,8,96,27,1
1,368,"February 16, 2020",2017,11,1,412,0
0,603,"February 16, 2020",2016,8,93,344,1
0,603,"February 16, 2020",2016,7,93,346,1
0,736,"February 15, 2020",2017,13,72,442,2
1,128,"February 15, 2020",2017,13,1,433,0
0,534,"February 14, 2020",2019,3,87,125,1
0,388,"February 14, 2020",2019,11,95,329,2
0,394,"February 14, 2020",2017,11,33,199,2
0,212,"February 14, 2020",2020,11,113,220,2
0,426,"February 14, 2020",2010,12,118,219,2
0,251,"February 14, 2020",2019,9,171,329,1
1,251,"February 14, 2020",2020,11,1,393,0
0,368,"February 14, 2020",2018,9,100,217,1
0,319,"February 13, 2020",2019,12,103,2,2
1,603,"February 13, 2020",2021,11,1,447,0
1,350,"February 13, 2020",2020,11,2,256,0
1,736,"February 13, 2020",2019,9,1,387,0
1,488,"February 13, 2020",2019,11,1,244,0
0,426,"February 12, 2020",2015,12,86,220,2
0,603,"February 12, 2020",2020,9,102,230,1
1,603,"February 12, 2020",2018,13,2,433,0
0,603,"February 11, 2020",2020,14,81,125,2
0,603,"February 11, 2020",2017,8,101,325,1
0,342,"February 11, 2020",2020,12,73,281,2
0,272,"February 10, 2020",2019,9,96,329,1
1,603,"February 9, 2020",2018,11,4,260,0
0,603,"February 9, 2020",2018,11,106,325,2
0,700,"February 9, 2020",2019,7,88,345,1
0,396,"February 8, 2020",2019,11,103,332,2
0,251,"February 8, 2020",2019,9,139,200,1
0,235,"February 7, 2020",2018,9,89,326,1
1,603,"February 7, 2020",2020,13,2,433,0
1,368,"February 7, 2020",2018,9,2,394,0
0,603,"February 7, 2020",2020,8,104,318,1
0,251,"February 7, 2020",2019,9,124,331,1
1,86,"February 7, 2020",2020,9,1,481,0
1,736,"February 7, 2020",2020,9,1,379,0
0,603,"February 7, 2020",2017,8,112,309,1
1,603,"February 7, 2020",2020,11,1,234,0
1,319,"February 6, 2020",2020,11,1,80,0
0,325,"February 6, 2020",2014,9,70,274,1
1,603,"February 5, 2020",2019,9,8,254,0
1,603,"February 5, 2020",2020,11,1,234,0
0,603,"February 5, 2020",2020,11,106,289,2
0,603,"February 4, 2020",2020,7,97,60,1
0,603,"February 4, 2020",2019,6,106,206,1
0,603,"February 4, 2020",2020,9,60,470,1
1,603,"February 3, 2020",2020,12,3,433,0
0,251,"February 3, 2020",2019,9,148,375,1
0,444,"February 3, 2020",2020,11,122,332,2
0,603,"February 1, 2020",2016,11,86,199,2
0,251,"February 1, 2020",1994,9,193,176,4
1,319,"February 1, 2020",2015,11,1,80,0
1,435,"February 1, 2020",2020,11,1,383,0
0,603,"February 1, 2020",2017,8,92,442,1
0,79,"February 1, 2020",2018,7,94,220,1
1,201,"February 1, 2020",2019,14,5,429,0
0,354,"February 1, 2020",2019,10,82,129,2
0,506,"February 1, 2020",2020,12,59,442,2
1,319,"February 1, 2020",2014,11,1,80,0
1,319,"February 1, 2020",2018,9,1,80,0
1,603,"February 1, 2020",2014,13,1,422,0
0,603,"February 1, 2020",2019,11,89,47,2
0,251,"February 1, 2020",1999,10,176,328,4
0,319,"January 31, 2020",2020,11,116,326,2
1,342,"January 31, 2020",2020,11,2,398,0
0,162,"January 31, 2020",2016,11,86,326,2
0,368,"January 31, 2020",2017,9,93,199,1
1,302,"January 31, 2020",2020,11,1,394,0
0,603,"January 31, 2020",2020,11,85,288,2
1,444,"January 31, 2020",2020,11,2,241,0
1,319,"January 30, 2020",2019,9,1,386,0
0,603,"January 30, 2020",2009,11,62,470,2
1,506,"January 30, 2020",2020,11,1,97,0
1,603,"January 30, 2020",2020,9,1,386,0
0,165,"January 29, 2020",2018,11,112,326,2
1,736,"January 29, 2020",2020,9,1,393,0
1,506,"January 29, 2020",2020,12,1,300,0
1,45,"January 29, 2020",2020,11,1,415,0
0,251,"January 27, 2020",2020,9,121,220,1
0,251,"January 26, 2020",2019,9,133,199,1
